|user|created|ocena1|ocena2|ocena3|ocena4|ocena5|ocena6|ocena7|ocena8|ocena9|ocena10|ocena11|ocena12|ocena13|ocena14|ocena15|ocena16|ocena17|ocena18|ocena19|ocena20|ocena21|ocena22|ocena23|ocena24|ocena25|ocena26|uwaga|s1_pytanie1|s1_pewnosc1|s1_pytanie2|s1_pewnosc2|s1_pytanie3|s1_pewnosc3|s1_pytanie4|s1_pewnosc4|s2_pytanie1|s2_pewnosc1|s2_pytanie2|s2_pewnosc2|s2_pytanie3|s2_pewnosc3|s2_pytanie4|s2_pewnosc4|s3_pytanie1|s3_pewnosc1|s3_pytanie2|s3_pewnosc2|s3_pytanie3|s3_pewnosc3|s3_pytanie4|s3_pewnosc4|s4_pytanie1|s4_pewnosc1|s4_pytanie2|s4_pewnosc2|s4_pytanie3|s4_pewnosc3|s4_pytanie4|s4_pewnosc4|s5_pytanie|s5_pewnosc|s6_pytanie|s6_pewnosc|s7_pytanie|s7_pewnosc|s8_pytanie|s8_pewnosc|wiek|plec|wyksztalcenie
63|d8677a2b-8b96-4764-9007-15bfb4f9180e|2021-04-08 22:10:26|6|6|2|1|3|5|6|6|3|1|5|2|6|6|2|7|1|3|4|6|1|6|1|2|2|6|Podobało mi się koło z procentami na górze strony|1|2|3|2|4|2|2|2|3|3|2|2|4|2|1|3|2|1|3|3|1|3|4|1|1|3|4|2|3|2|2|3|3|2|1|3|2|2|4|1|21|2|4
64|dd041d3e-e8c3-4e85-a308-3286a797a1d7|2021-04-07 08:38:29|5|5|2|2|4|5|5|3|3|2|5|2|5|7|5|6|3|3|2|6|3|6|3|2|2|5||1|3|3|3|4|3|2|3|3|3|4|2|2|2|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|2|2|24|1|5
65|e007eb0f-219b-49b8-82a2-483898313323|2021-04-08 14:44:06|3|3|3|2|3|4|6|6|4|3|4|3|4|4|3|5|6|2|2|5|4|5|2|2|3|6||1|2|3|3|2|3|4|3|3|3|4|2|2|2|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|2|3|20|1|3
66|e025a772-ac37-4f40-980f-b1bdba98304f|2021-04-07 08:49:19|4|3|2|3|3|4|4|4|6|2|4|3|5|4|5|5|3|3|4|5|4|5|2|3|2|6|Czasami mimo przeczytania wszystkich instrukcji nie było do końca wiadomo o co chodzi. Miałam wrażenie że brakuje jakiegoś fragmentu wyjaśnienia, np. o co chodzi z osobami, po co one są. Poza tym kwestionariusz bardzo czytelny i przejrzysty.|1|3|3|3|2|1|4|1|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|3|22|1|3
67|e3dbd810-7ac7-431f-a16b-311f8015ceec|2021-04-14 08:13:21|5|4|1|4|2|5|5|2|4|2|5|2|3|5|5|7|1|1|4|5|4|6|3|1|1|7||1|2|3|3|4|2|2|1|3|3|2|1|4|1|1|3|2|3|3|3|1|3|4|3|1|3|4|2|3|3|2|2|3|3|1|3|4|1|4|1|21|1|3
68|eb479a51-f6ba-4c97-a6ce-a99e6a262a6f|2021-04-07 08:27:45|4|3|2|4|4|5|5|3|4|3|4|4|3|5|4|4|4|3|2|4|5|4|4|3|3|4||2|1|4|1|3|1|1|1|3|1|2|1|4|1|1|1|2|1|1|1|3|1|4|1|2|1|4|1|3|1|1|1|3|1|1|1|2|1|4|1|41|1|5
69|eb479a51-f6ba-4c97-a6ce-a99e6a262a6f|2021-04-07 08:27:45|4|3|2|4|4|5|5|3|4|3|4|4|3|5|4|4|4|3|2|4|5|4|4|3|3|4||2|1|4|1|3|1|1|1|3|1|2|1|4|1|1|1|2|1|1|1|3|1|4|1|2|1|4|1|3|1|1|1|3|1|1|1|2|1|4|2|41|1|5
70|ed657e62-4374-4381-8f69-c01ec5eb8bd5|2021-04-13 19:20:57|6|4|1|2|2|7|7|5|3|1|5|1|3|7|4|7|1|1|1|7|1|7|1|1|1|6|Nie do końca zrozumiałxm polecenia i o co dokładnie chodziło w badaniu. Nie rozumiem związku pomiędzy notatkami o postaciach w karczmie a przybyciem nieznajomego, co w takim razie gdyby ktoś rzeczywiście dowiedział się co jest w tej paczce? Nie jest również dla mnie jasne co miałxm oceniać powyżej, całe badanie, jego potencjalną skuteczność, to jak mi się podobało?|1|1|3|3|2|2|4|1|3|3|2|3|4|2|1|3|2|3|3|3|1|3|4|2|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|1|21|1|3
71|eedf344d-41ec-4964-9805-1e37682205f9|2021-04-15 10:41:28|4|3|5|6|5|4|4|5|4|5|3|5|5|3|5|4|5|5|6|2|5|4|5|2|5|4||2|2|4|1|1|3|3|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|2|3|3|3|4|3|1|3|1|3|4|3|4|3|35|1|5
72|eedf344d-41ec-4964-9805-1e37682205f9|2021-04-15 10:41:28|4|3|5|6|5|4|4|5|4|5|3|5|5|3|5|4|5|5|6|2|5|4|5|2|5|4||2|2|4|1|1|3|3|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|2|3|3|3|4|3|3|1|1|3|4|3|4|3|35|1|5
73|efa7187d-d563-4bc4-8f0d-2e878f8187ef|2021-04-07 08:26:11|3|4|1|4|4|5|5|3|4|2|3|3|4|5|4|5|4|3|2|4|4|4|5|3|3|6||1|1|2|2|4|3|3|2|4|1|2|1|1|1|3|1|2|1|1|1|3|1|4|1|1|1|4|1|2|1|3|1|3|1|1|3|4|1|1|1|70|1|3
74|f0a37bbe-2744-46e9-a2ba-99e1452f2d86|2021-04-08 21:08:53|5|2|3|6|4|5|5|7|3|2|4|4|7|6|1|5|3|4|5|4|7|5|3|3|3|5|Odrobinę niejasne polecenia, poza tym wszystko super!|1|3|3|3|2|3|4|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|2|20|1|3
75|f9394aee-e590-4f2d-8c8c-c4fa90be12be|2021-04-08 08:50:26|1|1|4|3|3|3|3|1|2|3|3|3|1|2|5|4|4|7|7|4|7|3|4|3|5|5||4|1|1|1|2|1|3|1|2|1|3|1|4|1|1|1|2|1|2|1|3|1|4|3|1|1|4|2|2|1|3|1|3|1|1|1|2|1|4|2|26|1|5
